verse,time
1,00:00:15:07
2,00:00:43:17
3,00:01:10:23
4,00:01:18:14
5,00:01:36:18
6,00:01:49:03
7_8,00:01:58:07
9,00:02:06:17
10,00:02:19:17
11,00:02:32:13
12,00:02:52:26
13,00:03:23:24
14,00:03:48:08
15,00:04:11:29
16,00:04:24:20
17,00:05:03:19
18,00:05:29:13
19,00:05:39:29
20,00:06:00:21
21,00:06:16:23
22,00:06:45:06
23,00:07:06:23
24,00:07:27:06
25,00:07:46:13
26,00:08:07:09
27,00:08:23:26
28,00:08:42:27
29,00:08:53:26
30,00:09:18:09
31,00:09:51:11
32,00:10:05:25
33,00:11:11:21
34,00:11:43:02
35,00:12:30:01
36,00:12:50:27
37,00:12:57:26
38,00:13:21:03
39,00:13:43:21
40,00:14:05:24
41,00:14:32:23
42_43,00:14:45:22
44,00:15:35:20
45,00:15:43:12
46,00:16:26:04
47,00:17:11:29
48,00:17:33:07
49,00:17:52:11
50,00:18:12:05
51,00:18:24:17
52,00:18:41:01
