verse,time
1,00:00:18:19
2,00:00:33:24
3,00:00:47:27
4,00:00:57:04
5,00:01:01:20
6,00:01:17:17
7,00:01:26:37
8,00:01:47:25
9,00:01:59:53
10,00:02:11:55
11,00:02:41:56
12,00:03:12:56
13,00:03:31:03
14,00:03:52:38
15,00:04:07:00
16,00:04:29:50
17,00:04:36:38
18,00:04:49:54
19,00:04:58:45
20,00:05:13:48
21,00:05:16:18
22,00:05:39:17
23,00:06:03:13
24,00:06:27:55
25,00:06:38:57
26,00:06:54:46
27,00:07:13:42
28,00:07:54:46
29,00:08:08:44
30,00:08:19:59
31,00:08:33:49
32,00:09:02:44
33,00:09:32:17
34,00:09:45:05
35,00:09:51:18
36,00:10:10:40
37,00:10:19:52
38,00:10:34:46
39,00:10:44:42
40,00:11:15:13
41,00:11:41:14
42,00:11:54:44
43,00:12:08:19
44,00:12:12:35
45,00:12:41:54
46,00:13:07:43
47,00:13:23:14
48,00:13:31:54
49,00:13:40:34
50,00:13:58:34
51,00:14:11:22
52,00:14:40:41
53,00:14:53:18
54,00:15:09:57
55,00:15:33:23
56,00:15:46:44
57,00:16:01:38
58,00:16:16:37
59,00:16:48:25
60,00:17:05:10
61,00:17:17:25
62,00:17:27:33
63,00:17:37:55
64,00:18:00:08
65,00:18:21:02
66,00:18:34:14
67,00:18:46:18
68,00:18:52:09
69,00:19:08:16
70,00:19:16:57
71,00:19:26:24
