verse,time
1,00:00:17:04
2,00:00:45:50
3,00:01:04:16
4,00:01:27:09
5,00:01:40:53
6,00:02:09:35
7,00:02:30:42
8,00:02:50:34
9,00:03:08:44
10,00:03:31:33
11,00:03:59:29
12,00:04:24:41
13_14,00:04:39:15
15,00:05:10:00
16,00:05:34:48
17,00:05:59:26
18,00:06:20:35
19,00:06:30:22
20,00:06:50:04
21,00:07:09:35
22,00:07:25:39
23,00:07:47:05
24,00:07:56:42
25,00:08:08:55
26,00:08:34:58
27,00:08:56:53
28,00:09:16:53
29,00:09:44:32
30,00:10:10:29
31,00:10:44:18
32,00:10:56:22
33,00:11:15:37
34,00:11:39:04
35,00:11:53:40
36,00:12:12:59
