verse,time
1,00:00:31:51
2,00:00:56:21
3,00:01:14:42
4,00:01:36:19
5,00:02:23:50
6,00:02:39:00
7,00:03:03:58
8,00:03:08:15
9,00:03:48:39
10,00:04:34:04
11,00:04:52:38
12,00:05:08:33
13_14,00:05:51:35
15,00:06:38:50
16,00:06:55:21
17,00:07:17:25
18,00:07:42:28
19,00:08:01:24
20,00:08:35:56
21,00:09:06:53
22,00:09:35:13
23,00:09:52:58
24,00:10:03:39
25,00:10:32:18
26,00:10:51:34
27,00:11:18:34
28,00:11:56:15
29,00:12:17:32
30,00:12:44:23
31,00:12:56:59
32,00:13:13:31
33,00:13:29:31
34,00:13:53:58
35,00:14:15:59
36,00:14:43:01
37,00:14:57:16
38,00:15:16:28
39,00:15:36:17
40,00:15:47:10
41,00:16:08:12
