verse,time
1,00:00:26:15
2_3,00:00:51:02
4,00:01:09:54
5,00:01:28:09
6,00:01:33:38
7,00:01:50:04
8,00:02:14:51
9,00:02:18:55
10,00:02:39:33
11,00:03:09:55
12,00:03:26:51
13,00:03:40:29
14,00:03:51:17
15,00:04:03:58
16,00:04:31:05
17,00:04:41:46
18,00:04:51:28
19,00:05:21:37
20,00:05:32:59
21,00:05:56:42
22,00:06:12:12
23,00:06:40:52
24,00:06:52:47
25,00:07:10:01
26,00:07:30:38
27,00:07:50:23
28,00:08:01:33
29,00:08:27:26
30,00:08:55:49
31,00:09:03:31
32,00:09:11:09
33,00:09:17:38
34,00:09:22:51
35,00:09:36:55
