verse,time
1,00:00:17:22
2,00:00:49:08
3,00:01:00:21
4,00:01:14:49
5,00:01:35:30
6,00:01:59:59
7,00:02:14:43
8,00:02:30:52
9,00:02:42:51
10,00:02:52:10
11,00:03:06:30
12,00:03:24:06
13,00:03:40:23
14,00:04:09:05
15,00:04:41:33
16,00:04:53:25
17,00:04:58:58
18,00:05:21:31
19,00:05:47:34
20,00:06:04:00
21,00:06:28:43
22,00:06:56:48
23,00:07:10:13
