verse,time
1,00:00:16:02
2,00:00:22:09
3,00:00:32:07
4,00:01:02:12
5,00:01:18:19
6,00:01:35:15
7,00:01:42:24
8,00:02:10:08
9,00:02:24:28
10,00:02:33:21
11,00:02:59:09
12,00:03:11:05
13,00:03:24:17
14,00:03:39:18
15,00:04:04:17
16,00:04:22:03
17,00:04:54:03
18,00:05:03:03
19,00:05:15:23
20,00:05:26:07
21,00:05:31:27
22,00:05:42:20
23,00:06:03:29
24,00:06:21:11
25,00:06:46:14
26,00:06:58:02
27,00:07:11:27
28,00:07:16:07
29,00:07:32:07
30,00:07:48:23
31,00:08:06:12
32,00:08:22:28
33,00:08:52:19
34,00:09:07:20
35,00:09:33:11
36,00:09:43:03
37,00:09:52:23
38,00:10:05:16
39,00:10:10:02
40,00:10:21:04
41,00:10:40:19
42,00:10:45:05
43,00:10:59:19
44,00:11:12:24
45,00:11:27:08
46,00:11:36:22
